,att_id,att_name,att_cat,att_price,score
30,11452241,Eat Like a Local: Kuala Lumpur Hawker Center and Street Food Tour by Night,tours_sightseeing,255.51,5.0
260,13335655,ESCAPE Admission Ticket,theme_parks,166.49,4.653140746809529
20,11449719,Penang Hill and Temple Tour,recommended_experiences,149.8,2.268067706003083
396,16722683,KL Hop On Hop Off City Tour,featured_tours_and_tickets,53.07,2.2227840319909866
302,14128357,Dragon Back Trek,outdoor_activities,214.3,2.120596138443681
243,13198369,Langkawi Mangrove Forest and Cave Exploring Tour,luxury_special_occasions,149.37,1.5905828211044422
187,12905660,Petronas Twin Towers Admission Tickets (E-Tickets),featured_tours_and_tickets,119.49,1.4516870115817317
53,11471521,Half-Day Heritage Bike Tour in Kuching,walking_biking_tours,193.69,1.3530343234880833
405,16822076,Sunset Party Yacht Cruise,shore_excursions,317.43,1.262393543896604
93,11841295,"Private Langkawi Tour with SkyBridge, Langkawi Cable Car",private_custom_tours,236.96,1.2350612655301207
100,11991123,Cheong Fatt Tze George Town Penang: The Blue Mansion Guided Tour,featured_tours_and_tickets,20.61,1.2216626270562805
32,11452959,Small-Group Food Trail Walking Tour in Kuala Lumpur,featured_tours_and_tickets,243.14,1.1898431554173876
512,17682752,Malaysian Cooking Classes,food_wine_nightlife,432.71,1.0270139000711762
529,17718163,Penang: Flexible 6-Hours Highlights,featured_tours_and_tickets,309.04,0.9352165732949321
52,11471161,Kuala Lumpur Food Tour Through Chow Kit,food_wine_nightlife,292.6,0.7897512610560403
102,11991714,Penang George Town All-In-One Heritage Tour By Bicycle & Trishaw (Metro Bike),walking_biking_tours,226.66,0.7793475815051059
232,13088933,Wonderfood Museum Penang Admission Ticket,sightseeing_tickets_passes,24.31,0.7621593496480792
91,11812460,Private Half-Day Batu Caves Waterfalls and Hot Springs Tour,featured_tours_and_tickets,377.67,0.7501664011765835
174,12608953,6 Flights: Guided Zipline Eco Adventure in Langkawi,outdoor_activities,234.9,0.6532157519104009
72,11484318,Sunway Lagoon Malaysia One-Day Pass,featured_tours_and_tickets,177.18,0.6440682766712631
59,11474972,Half-Day Penang Countryside Cycling Tour,featured_tours_and_tickets,115.81,0.6299772834201487
142,12468200,Private Tour: Kuala Lumpur with Petronas Twin Towers Observation Deck and Batu Caves,featured_tours_and_tickets,407.98,0.5900908296036217
56,11474094,"Day Tour Kuala Lumpur City, Batu Caves & Little India ",day_trips_excursions,370.9,0.5827345600950834
565,19086271,Langkawi: Flexible 6-Hours Tour,shore_excursions,325.52,0.5789607020477442
178,12649821,Full Day Batu Caves and Kuala Gandah National Conservation Tour ex Kuala Lumpur,luxury_special_occasions,515.07,0.5333124927551891
554,18912166,Batu Caves and the Old City of Kuala Lumpur,private_custom_tours,247.26,0.4814750513627587
360,15342653,Stray Asia: 9 Day Borneo Explorer Tour,multiday_extended_tours,7809.41,0.4729464993336085
536,17775280,"Monkey, Eagle & Firefly Private Tour",outdoor_activities,277.76,0.45208668911224903
233,13131236,Penang Hill Funicular Ticket,sightseeing_tickets_passes,31.94,0.4423124229952002
215,12961398,City Tour with Batu Cave and Fireflies Tour,private_custom_tours,412.11,0.4242771055584025
83,11764384,Private Tour: Full Day Center Penang Island Tour,private_custom_tours,412.05,0.41554923927518844
180,12650625,2 hour Small Group Segway Tour of Perdana Botanical Gardens,recommended_experiences,214.3,0.3992972599010667
78,11486172,3-Hour Heritage on a Plate Dinner Hop in George Town Penang,walking_biking_tours,247.26,0.3988094644898053
333,15126852,Magical River Trek,outdoor_activities,329.68,0.3691299985261235
487,17516432,Kota Kinabalu Nanamun Fireflies Tour,outdoor_activities,164.84,0.3258211091628434
150,12469580,Half-Day Kuala Lumpur City Tour,featured_tours_and_tickets,43.27,0.3232483817518359
