,att_id,att_name,att_cat,att_price,score
30,11452241,Eat Like a Local: Kuala Lumpur Hawker Center and Street Food Tour by Night,tours_sightseeing,255.51,5.000000000000001
260,13335655,ESCAPE Admission Ticket,theme_parks,166.49,4.652761419812512
20,11449719,Penang Hill and Temple Tour,recommended_experiences,149.8,2.2700731688507503
396,16722683,KL Hop On Hop Off City Tour,featured_tours_and_tickets,53.07,2.225039726903442
302,14128357,Dragon Back Trek,outdoor_activities,214.3,2.122048811760318
243,13198369,Langkawi Mangrove Forest and Cave Exploring Tour,luxury_special_occasions,149.37,1.5930999785430129
187,12905660,Petronas Twin Towers Admission Tickets (E-Tickets),featured_tours_and_tickets,119.49,1.4543561618538836
53,11471521,Half-Day Heritage Bike Tour in Kuching,walking_biking_tours,193.69,1.3551451389431726
405,16822076,Sunset Party Yacht Cruise,shore_excursions,317.43,1.2645405188184073
93,11841295,"Private Langkawi Tour with SkyBridge, Langkawi Cable Car",private_custom_tours,236.96,1.2373625428156079
100,11991123,Cheong Fatt Tze George Town Penang: The Blue Mansion Guided Tour,featured_tours_and_tickets,20.61,1.2239558605117464
32,11452959,Small-Group Food Trail Walking Tour in Kuala Lumpur,featured_tours_and_tickets,243.14,1.1913533063433464
512,17682752,Malaysian Cooking Classes,food_wine_nightlife,432.71,1.0288730255243714
529,17718163,Penang: Flexible 6-Hours Highlights,featured_tours_and_tickets,309.04,0.9372296563891721
52,11471161,Kuala Lumpur Food Tour Through Chow Kit,food_wine_nightlife,292.6,0.7914926456045441
102,11991714,Penang George Town All-In-One Heritage Tour By Bicycle & Trishaw (Metro Bike),walking_biking_tours,226.66,0.7811681099856832
232,13088933,Wonderfood Museum Penang Admission Ticket,sightseeing_tickets_passes,24.31,0.7639553044137914
91,11812460,Private Half-Day Batu Caves Waterfalls and Hot Springs Tour,featured_tours_and_tickets,377.67,0.7520175601044835
174,12608953,6 Flights: Guided Zipline Eco Adventure in Langkawi,outdoor_activities,234.9,0.6550020748749174
72,11484318,Sunway Lagoon Malaysia One-Day Pass,featured_tours_and_tickets,177.18,0.6458080968911502
59,11474972,Half-Day Penang Countryside Cycling Tour,featured_tours_and_tickets,115.81,0.6315515290332973
142,12468200,Private Tour: Kuala Lumpur with Petronas Twin Towers Observation Deck and Batu Caves,featured_tours_and_tickets,407.98,0.5916488776526792
56,11474094,"Day Tour Kuala Lumpur City, Batu Caves & Little India ",day_trips_excursions,370.9,0.5841940173303206
565,19086271,Langkawi: Flexible 6-Hours Tour,shore_excursions,325.52,0.5803800247516052
178,12649821,Full Day Batu Caves and Kuala Gandah National Conservation Tour ex Kuala Lumpur,luxury_special_occasions,515.07,0.5346724451889395
554,18912166,Batu Caves and the Old City of Kuala Lumpur,private_custom_tours,247.26,0.4828346726025752
360,15342653,Stray Asia: 9 Day Borneo Explorer Tour,multiday_extended_tours,7809.41,0.47424663154156127
536,17775280,"Monkey, Eagle & Firefly Private Tour",outdoor_activities,277.76,0.45342705857232873
233,13131236,Penang Hill Funicular Ticket,sightseeing_tickets_passes,31.94,0.4435641891803274
215,12961398,City Tour with Batu Cave and Fireflies Tour,private_custom_tours,412.11,0.42552510598649945
83,11764384,Private Tour: Full Day Center Penang Island Tour,private_custom_tours,412.05,0.41677443250466
180,12650625,2 hour Small Group Segway Tour of Perdana Botanical Gardens,recommended_experiences,214.3,0.40043512041881524
78,11486172,3-Hour Heritage on a Plate Dinner Hop in George Town Penang,walking_biking_tours,247.26,0.3999970621240109
333,15126852,Magical River Trek,outdoor_activities,329.68,0.37030615290910057
487,17516432,Kota Kinabalu Nanamun Fireflies Tour,outdoor_activities,164.84,0.3268255882703203
150,12469580,Half-Day Kuala Lumpur City Tour,featured_tours_and_tickets,43.27,0.3242838009190306
34,11454341,Langkawi Archipelago Jet Ski Tour Including Dayang Bunting Island,featured_tours_and_tickets,515.06,0.3096757371839095
412,16840385,Cameron Highlands Tour from Kuala Lumpur,private_custom_tours,439.39,0.30899373025786686
423,16912726,"French Village, Bukit Tinggi And Genting Highlands Tour",outdoor_activities,515.13,0.3078762881405816
90,11812458,Private Cooking Workshop and Market Tour in Kuala Lumpur,walking_biking_tours,248.71,0.2950939044844054
76,11485352,Day Trip to Mount Kinabalu Poring Rainforest,outdoor_activities,325.56,0.288617461790562
31,11452243,Eat Like A Local: Penang Street Food Tour,food_wine_nightlife,255.51,0.2879380779680811
420,16878011,Batu Caves and Genting Highland Tour,theme_parks,279.0,0.26889172300655934
293,14061658,Private Day Tour of Langkawi with Cable Car and Telaga Tujuh Waterfalls,featured_tours_and_tickets,309.04,0.2643642462590609
80,11487171,Half-Day Mangrove Safari Boat Tour in Langkawi,shore_excursions,181.33,0.2586485035981112
452,17372866,Fireflies Tour with Boat Ride & Seafood Dinner,outdoor_activities,284.35,0.2533734423355275
39,11461542,Guided Tour of Royal Selangor Visitor Center including Pewter Crafting Lesson,tours_sightseeing,75.42,0.25021784875079944
46,11467089,Kuala Lumpur Food Tour,cultural_theme_tours,239.02,0.24779934726690972
259,13315881,Private Kickstart Tour: Intro to Kuala Lumpur,walking_biking_tours,96.72,0.21656867626128
228,13006591,The Habitat at Penang Hill Admission Ticket,sightseeing_tickets_passes,61.82,0.19309714559116625
50,11470871,Hot Air Balloon Flight over Serdang,featured_tours_and_tickets,947.71,0.19213184348045972
411,16840383,Genting Highlands Day Trip from Kuala Lumpur,private_custom_tours,262.1,0.18433597969507998
372,15678609,Half Day Guided Rock Climbing + Batu Caves,outdoor_activities,164.84,0.1836329879405437
217,12962337,Malaysia Countryside and Batu Caves Tour from Kuala Lumpur,featured_tours_and_tickets,43.27,0.16670872376043933
10,11449679,Batu Caves Tour from Kuala Lumpur,featured_tours_and_tickets,54.97,0.16635722788317117
245,13198371,Fascinating Kuala Lumpur Half Day Private Tour,private_custom_tours,103.03,0.16581686854946048
38,11459849,Mangrove Kayaking Tour from Langkawi,water_sports,249.94,0.1656332513001413
558,19011832,Private Tour : Kuala Lumpur with KL Tower Tickets!,private_custom_tours,412.11,0.16453941711491138
193,12923613,Lost World of Tambun Admission Ticket,sightseeing_tickets_passes,103.03,0.16445023159381347
106,11994948,KL Tower Observation Deck Admission Ticket,sightseeing_tickets_passes,74.18,0.16158580250443438
44,11465849,4-Hour Georgetown Food Tour,walking_biking_tours,296.72,0.1569743864429614
403,16804447, Walking Food Tour or Cooking Class. Book EITHER Here. Price is food-inclusive.,walking_biking_tours,206.05,0.15381354665110994
146,12468684,Private Tour: Malacca Historical Tour With Personal Chauffeur ,private_custom_tours,333.76,0.15087042445487975
337,15136396,Kinabalu Park and Poring Hot Spring,spa_tours,226.63,0.14623802356491317
63,11477736,Quad Biking Tour in Kiulu,outdoor_activities,412.11,0.14571340285257267
469,17428174,Ipoh Secrets Full Day Heritage Tour (MIXED GROUP/SIC),walking_biking_tours,200.35,0.14492647178406193
500,17555047,Nature Tour EcoRide Half Day with Twizy Electric Car: Pantai Cenang <-> Sky Cab,outdoor_activities,329.68,0.14309292239443192
385,15854988,Skytrex Adventure Park Experience in Melaka,outdoor_activities,90.29,0.14167644647111258
384,15854984,Skytrex Adventure Park Experience in Langkawi,outdoor_activities,90.29,0.1360052965707118
169,12471553,Skip the Line: Petronas Twin Towers Ticket With Free Hotel Delivery,tours_sightseeing,107.56,0.13033152356674935
8,11449673,3-Days Tour from Sabah: Sandakan Wildlife Wonders in Sepilok/Selingan & Sukau,multiday_extended_tours,3114.9,0.12030864485748416
255,13271355,Full Day A'Famosa Theme Park Experience,theme_parks,206.05,0.11577592190286227
154,12470428,Private Half-Day Temples and Cultural Tour in Kuala Lumpur,private_custom_tours,144.22,0.11206423036305327
51,11470981,Langkawi Private Day Tour,outdoor_activities,947.84,0.11190422104578943
110,12061739,Baba Nyonya Heritage Museum Tour Tickets,sightseeing_tickets_passes,22.86,0.1099736168243764
85,11807013,Discover the Best Local Food Tour by Night in Kuala Lumpur,featured_tours_and_tickets,142.75,0.10807973605282721
86,11807014,Private Half-Day: The Ultimate Kuala Lumpur Food Tour,private_custom_tours,271.69,0.10718263463472497
303,14131916,Jungle Mountain Waterfall Trek,outdoor_activities,379.14,0.10287287548284779
237,13137213,Parasailing Sensation - Double Flyers,water_sports,221.51,0.09560425551337022
111,12074338,Local Market and Food Walking Tour in Penang,walking_biking_tours,173.08,0.09417204096868068
580,19441627,"Penang ""Old"" Street Food Tour (Breakfast-Brunch-Lunch) by Bicycle and Trishaw",walking_biking_tours,185.45,0.09217323605466338
103,11992275,12 Flights: Zipline Eco Adventure in Langkawi,featured_tours_and_tickets,473.86,0.0915568067176633
92,11812461,Private Half-Day Tour: The Best of Kuala Lumpur,private_custom_tours,202.62,0.09138630498615263
258,13315814,Private Tour: Ipoh Secrets Full Day Heritage Tour,private_custom_tours,379.97,0.08390521362817717
194,12928642,Aquaria KLCC Admission Ticket (E-Ticket),sightseeing_tickets_passes,61.57,0.08101717660674274
184,12880465,Segway Tour: Guided Eco Ride at Putrajaya 'City in the Garden',recommended_experiences,309.08,0.07907870307464461
26,11450590,Kota Kinabalu International Airport Plaza Premium Lounge,recommended_experiences,141.96,0.07636379088828255
60,11475887,Fireflies Tour in Cherating,featured_tours_and_tickets,63.87,0.07625362053869104
159,12471211,Langkawi Sunset Dinner Cruise,cruises_sailing_water_tours,342.58,0.07218256381092879
77,11485510,Half-Day Mari Mari Cultural Village from Kota Kinabalu,tours_sightseeing,133.57,0.06931026541086457
17,11449707,Langkawi Cable Car/Skycab @ Oriental Village ,private_custom_tours,248.25,0.06572972904914069
441,17330149,Half Day Kuala Lumpur Tour Private,food_wine_nightlife,144.24,0.063187941697851
292,14019337,Tambunan Quad Biking & Village Day Tour,outdoor_activities,543.98,0.061443577829318856
43,11464582,Day Tour Rainforest Taman Negara Free Batu Caves ,recommended_experiences,741.79,0.06047565261505063
498,17552967,Twilight Langkawi Cruise (with dinner & shared transfers) ,water_sports,321.98,0.05987233879585906
312,14212947,Off The Rail Kuala Lumpur,day_trips_excursions,255.51,0.0582092911377397
555,18924565,Genting Highlands Shuttle Transfer,transfers_ground_transport,48.42,0.05578554344672661
195,12931692,KL Tower Mini Zoo Admission Ticket in Kuala Lumpur,sightseeing_tickets_passes,33.75,0.05287652159679856
354,15301914,Full Day Payar Island from Langkawi,shore_excursions,247.23,0.05119773531730897
543,17823853,Flyboard Experience - TRIO (3 x 30mins),water_sports,820.09,0.04949271800220236
517,17686855,Dinawan Island by Speedboat from Kota Kinabalu Including Lunch,cruises_sailing_water_tours,288.47,0.0491149910893172
229,13006600,Underwater World Langkawi Admission Ticket,sightseeing_tickets_passes,38.53,0.04856676244492139
524,17715628,Base on Group: Kuala Lumpur Airport Departure Transfer,transfers_ground_transport,100.97,0.048026403111210675
207,12943485,Escape Room: Malaysia's First Real Life Escape Game,tours_sightseeing,33.38,0.047045362379133954
