,att_id,att_name,att_cat,att_price,score
30,11452241,Eat Like a Local: Kuala Lumpur Hawker Center and Street Food Tour by Night,tours_sightseeing,255.51,5.000000000000001
260,13335655,ESCAPE Admission Ticket,theme_parks,166.49,4.652653929595019
20,11449719,Penang Hill and Temple Tour,recommended_experiences,149.8,2.2690138141137273
396,16722683,KL Hop On Hop Off City Tour,featured_tours_and_tickets,53.07,2.223877708166357
302,14128357,Dragon Back Trek,outdoor_activities,214.3,2.12139173419161
243,13198369,Langkawi Mangrove Forest and Cave Exploring Tour,luxury_special_occasions,149.37,1.59204828225776
187,12905660,Petronas Twin Towers Admission Tickets (E-Tickets),featured_tours_and_tickets,119.49,1.4531675527785588
53,11471521,Half-Day Heritage Bike Tour in Kuching,walking_biking_tours,193.69,1.354043838410118
405,16822076,Sunset Party Yacht Cruise,shore_excursions,317.43,1.2635723037930064
93,11841295,"Private Langkawi Tour with SkyBridge, Langkawi Cable Car",private_custom_tours,236.96,1.2363595068546036
100,11991123,Cheong Fatt Tze George Town Penang: The Blue Mansion Guided Tour,featured_tours_and_tickets,20.61,1.222800316398595
32,11452959,Small-Group Food Trail Walking Tour in Kuala Lumpur,featured_tours_and_tickets,243.14,1.1903526753305609
512,17682752,Malaysian Cooking Classes,food_wine_nightlife,432.71,1.0279859592878093
529,17718163,Penang: Flexible 6-Hours Highlights,featured_tours_and_tickets,309.04,0.9362896389950779
52,11471161,Kuala Lumpur Food Tour Through Chow Kit,food_wine_nightlife,292.6,0.790687012970664
102,11991714,Penang George Town All-In-One Heritage Tour By Bicycle & Trishaw (Metro Bike),walking_biking_tours,226.66,0.7804087794315736
232,13088933,Wonderfood Museum Penang Admission Ticket,sightseeing_tickets_passes,24.31,0.7631385146051103
91,11812460,Private Half-Day Batu Caves Waterfalls and Hot Springs Tour,featured_tours_and_tickets,377.67,0.7512211139412607
174,12608953,6 Flights: Guided Zipline Eco Adventure in Langkawi,outdoor_activities,234.9,0.6542034014947107
72,11484318,Sunway Lagoon Malaysia One-Day Pass,featured_tours_and_tickets,177.18,0.6450634056070531
59,11474972,Half-Day Penang Countryside Cycling Tour,featured_tours_and_tickets,115.81,0.6307934722857491
142,12468200,Private Tour: Kuala Lumpur with Petronas Twin Towers Observation Deck and Batu Caves,featured_tours_and_tickets,407.98,0.5909577771530002
56,11474094,"Day Tour Kuala Lumpur City, Batu Caves & Little India ",day_trips_excursions,370.9,0.5835330057446907
565,19086271,Langkawi: Flexible 6-Hours Tour,shore_excursions,325.52,0.5797904593654405
178,12649821,Full Day Batu Caves and Kuala Gandah National Conservation Tour ex Kuala Lumpur,luxury_special_occasions,515.07,0.5340327812443614
554,18912166,Batu Caves and the Old City of Kuala Lumpur,private_custom_tours,247.26,0.4821931374235755
360,15342653,Stray Asia: 9 Day Borneo Explorer Tour,multiday_extended_tours,7809.41,0.4736852043792251
536,17775280,"Monkey, Eagle & Firefly Private Tour",outdoor_activities,277.76,0.45282188521528954
233,13131236,Penang Hill Funicular Ticket,sightseeing_tickets_passes,31.94,0.44301573180812986
215,12961398,City Tour with Batu Cave and Fireflies Tour,private_custom_tours,412.11,0.4249271947529867
83,11764384,Private Tour: Full Day Center Penang Island Tour,private_custom_tours,412.05,0.4162304296558641
180,12650625,2 hour Small Group Segway Tour of Perdana Botanical Gardens,recommended_experiences,214.3,0.4001403651592274
78,11486172,3-Hour Heritage on a Plate Dinner Hop in George Town Penang,walking_biking_tours,247.26,0.3994846983093237
333,15126852,Magical River Trek,outdoor_activities,329.68,0.36976463133688897
487,17516432,Kota Kinabalu Nanamun Fireflies Tour,outdoor_activities,164.84,0.3264040712190578
150,12469580,Half-Day Kuala Lumpur City Tour,featured_tours_and_tickets,43.27,0.3238181211630376
34,11454341,Langkawi Archipelago Jet Ski Tour Including Dayang Bunting Island,featured_tours_and_tickets,515.06,0.3092675624299748
412,16840385,Cameron Highlands Tour from Kuala Lumpur,private_custom_tours,439.39,0.3085568195646792
423,16912726,"French Village, Bukit Tinggi And Genting Highlands Tour",outdoor_activities,515.13,0.30744743125464213
90,11812458,Private Cooking Workshop and Market Tour in Kuala Lumpur,walking_biking_tours,248.71,0.2946566823467208
76,11485352,Day Trip to Mount Kinabalu Poring Rainforest,outdoor_activities,325.56,0.28821541121326694
31,11452243,Eat Like A Local: Penang Street Food Tour,food_wine_nightlife,255.51,0.28754400835896554
420,16878011,Batu Caves and Genting Highland Tour,theme_parks,279.0,0.26851393370736065
293,14061658,Private Day Tour of Langkawi with Cable Car and Telaga Tujuh Waterfalls,featured_tours_and_tickets,309.04,0.2640003231126236
80,11487171,Half-Day Mangrove Safari Boat Tour in Langkawi,shore_excursions,181.33,0.258285530848863
452,17372866,Fireflies Tour with Boat Ride & Seafood Dinner,outdoor_activities,284.35,0.25298774270164115
39,11461542,Guided Tour of Royal Selangor Visitor Center including Pewter Crafting Lesson,tours_sightseeing,75.42,0.24984840982430226
46,11467089,Kuala Lumpur Food Tour,cultural_theme_tours,239.02,0.24743031048185746
259,13315881,Private Kickstart Tour: Intro to Kuala Lumpur,walking_biking_tours,96.72,0.21623630443083922
228,13006591,The Habitat at Penang Hill Admission Ticket,sightseeing_tickets_passes,61.82,0.1927975258804819
50,11470871,Hot Air Balloon Flight over Serdang,featured_tours_and_tickets,947.71,0.19182713894262443
411,16840383,Genting Highlands Day Trip from Kuala Lumpur,private_custom_tours,262.1,0.18403519409836894
372,15678609,Half Day Guided Rock Climbing + Batu Caves,outdoor_activities,164.84,0.18338214991586485
217,12962337,Malaysia Countryside and Batu Caves Tour from Kuala Lumpur,featured_tours_and_tickets,43.27,0.16644496384915258
10,11449679,Batu Caves Tour from Kuala Lumpur,featured_tours_and_tickets,54.97,0.16610401708720265
245,13198371,Fascinating Kuala Lumpur Half Day Private Tour,private_custom_tours,103.03,0.16558472894207893
38,11459849,Mangrove Kayaking Tour from Langkawi,water_sports,249.94,0.16535655687831244
558,19011832,Private Tour : Kuala Lumpur with KL Tower Tickets!,private_custom_tours,412.11,0.16428126324447037
193,12923613,Lost World of Tambun Admission Ticket,sightseeing_tickets_passes,103.03,0.16417111121368655
106,11994948,KL Tower Observation Deck Admission Ticket,sightseeing_tickets_passes,74.18,0.16133338508730335
44,11465849,4-Hour Georgetown Food Tour,walking_biking_tours,296.72,0.15673322646837903
403,16804447, Walking Food Tour or Cooking Class. Book EITHER Here. Price is food-inclusive.,walking_biking_tours,206.05,0.15357553491924283
146,12468684,Private Tour: Malacca Historical Tour With Personal Chauffeur ,private_custom_tours,333.76,0.15055946740968584
337,15136396,Kinabalu Park and Poring Hot Spring,spa_tours,226.63,0.14598553546475765
63,11477736,Quad Biking Tour in Kiulu,outdoor_activities,412.11,0.14547149265443315
469,17428174,Ipoh Secrets Full Day Heritage Tour (MIXED GROUP/SIC),walking_biking_tours,200.35,0.1446768244323499
500,17555047,Nature Tour EcoRide Half Day with Twizy Electric Car: Pantai Cenang <-> Sky Cab,outdoor_activities,329.68,0.14284882525481837
385,15854988,Skytrex Adventure Park Experience in Melaka,outdoor_activities,90.29,0.14144832086342407
384,15854984,Skytrex Adventure Park Experience in Langkawi,outdoor_activities,90.29,0.13578073661285653
169,12471553,Skip the Line: Petronas Twin Towers Ticket With Free Hotel Delivery,tours_sightseeing,107.56,0.13012626569928706
